LATITUDE,LONGITUDE
41.75655031,-87.60548285
41.95314974,-87.77751749
41.84985753,-87.70534348
41.96139778,-87.65459297
41.85203474,-87.69369691
41.77881858,-87.70590358
41.74091107,-87.74092286
41.94017781,-87.72585843
41.80932287,-87.61333552
41.80378232,-87.66469533
41.80962977,-87.64570757
41.90225069,-87.76595092
41.9977219,-87.6966411
41.9677648,-87.7770202
41.99781793,-87.69125189
41.88946533,-87.62650927
41.90270681,-87.73101807
41.92109627,-87.68767101
41.78911255,-87.70357973
41.92589288,-87.76620483
41.99786001,-87.7634458
41.89578523,-87.67793089
41.80874139,-87.66291163
41.99785369,-87.68906427
41.96365028,-87.65462219
41.83811415,-87.70499446
41.9236807,-87.79867613
41.69781792,-87.621011
41.78685263,-87.66461558
41.90247367,-87.71681747
41.77893156,-87.69841709
41.78333418,-87.65474328
41.9458951,-87.75664585
41.7729559,-87.61005781
41.93940519,-87.71090059
41.95273156,-87.78669844
41.65518859,-87.54699942
41.77966465,-87.61425094
41.84030863,-87.73310706
41.9096149,-87.75547797
41.8521272,-87.632144
41.77430588,-87.60564803
41.89746098,-87.68673856
41.77795816,-87.7722942
41.89479837,-87.61586665
41.75068744,-87.63338093
41.97255593,-87.65505767
41.97317401,-87.65699233
41.91787072,-87.67748062
41.81145154,-87.72357465
41.88049945,-87.73559596
41.91000804,-87.72543846
41.92920982,-87.64874627
41.97117118,-87.65958098
41.93185278,-87.71290125
41.7648964,-87.65396483
41.77412895,-87.649646
41.98726964,-87.7785157
41.9768951,-87.69227967
41.84414469,-87.72477825
41.78396584,-87.68362338
41.92399183,-87.77228911
41.91989968,-87.66180554
41.97454295,-87.81134688
41.96137095,-87.69666935
41.85216786,-87.66897504
41.89922158,-87.69173812
42.01096295,-87.67421466
41.9485198,-87.64967012
41.84823717,-87.64095553
41.77929761,-87.61574988
41.75780566,-87.58626826
41.91013224,-87.69460039
41.77892241,-87.66435268
41.90084859,-87.64325554
41.72246624,-87.56667305
41.78637634,-87.68877651
41.92820785,-87.72815856
41.65197282,-87.61708374
41.89566277,-87.63722072
41.8805392,-87.73221604
41.90927457,-87.76518779
41.80140003,-87.72604374
41.75121793,-87.60140141
41.93257918,-87.67832746
41.9092299,-87.78712882
41.73638005,-87.62750922
41.90388396,-87.6394372
41.90214722,-87.75523939
41.89561531,-87.70670533
41.76783128,-87.62476594
41.79048002,-87.66434507
41.85785657,-87.6694196
41.880505,-87.73512285
41.91756242,-87.71175511
41.84632986,-87.7125514
41.89242137,-87.62823487
41.79435485,-87.77052715
41.84353489,-87.72438218
41.81056568,-87.66517052
41.78660841,-87.72313003
41.8462971,-87.71591643
41.69144591,-87.7156731
41.88617728,-87.6155996
41.92418915,-87.75822974
41.79432493,-87.61852061
41.85620222,-87.65774497
42.01916463,-87.66839729
41.96726667,-87.72814705
41.75892232,-87.56287604
41.81577112,-87.6893859
41.85190837,-87.70287599
41.68957477,-87.66272315
41.77992005,-87.64092551
41.72997787,-87.55038259
41.97598405,-87.78656131
41.92526828,-87.65348756
41.97198122,-87.7279869
41.84148404,-87.65802198
41.70717395,-87.63140242
41.77956458,-87.64997484
41.815432,-87.69579779
41.91442371,-87.65462784
41.82095749,-87.65377832
41.90991975,-87.73197126
41.90991071,-87.71438551
41.94523382,-87.80292664
41.96098859,-87.71564632
41.75283042,-87.64395052
41.98592799,-87.72866342
41.97942825,-87.65980585
41.9460576,-87.70823011
41.9311354,-87.76861213
41.73273359,-87.55117278
41.85396788,-87.67087019
41.92787172,-87.67325881
41.83107494,-87.64597111
41.81530069,-87.7020416
41.73574485,-87.65871771
41.9458951,-87.75664585
41.88475054,-87.61560396
41.90996088,-87.72887496
41.95272166,-87.79136221
41.81648632,-87.61919683
41.93881951,-87.7394338
41.84160448,-87.6319155
41.80669392,-87.66477165
41.80948925,-87.60641743
41.9123118,-87.63459886
41.76836584,-87.68830091
41.82058304,-87.69342617
41.94996117,-87.67567113
42.00222338,-87.68012883
41.76088087,-87.62466578
41.99521146,-87.66027799
41.6916792,-87.67977917
41.70724797,-87.62005636
41.92496618,-87.63992602
41.93823738,-87.79776035
41.99773591,-87.69592888
41.9570403,-87.65476289
41.93661313,-87.80684752
41.97871026,-87.75715377
41.76832833,-87.67381938
41.7860244,-87.71060478
41.93904667,-87.74702197
41.77138332,-87.73095337
41.90426523,-87.63160329
41.6702524,-87.62227196
41.87594436,-87.74525023
41.81686515,-87.59868884
41.79355436,-87.66463755
41.73527409,-87.70351128
41.85210065,-87.68905111
41.93856972,-87.69794595
41.84039654,-87.73067501
41.9683547,-87.70739432
41.72833654,-87.55286024
41.70631284,-87.69976712
41.91071448,-87.72621042
41.90710182,-87.66773966
41.76451168,-87.68798666
41.8275839,-87.68245444
41.84436673,-87.70789805
